Each;search;id;author;year;journal;title;select;species;strain;strainGrouped;origin;sex;model;mTime;mTimeStart;mTimeEnd;mHours;mHoursAve;mCage;mCageGrouped;mLD;mLDGrouped;mRepetition;mControlGrouped;mDetails;hit2Grouped;hit2Ccomment;nest;testAuthor;testAuthorGrouped;waterTcate;waterT;testDetail;testLength;testHab;testLD;testLDGrouped;ageRange;ageWeek;exclude;varAuthor;varAuthorGrouped;freezingType;retentionInMin;retention;retentionGrouped;direction;directionGrouped;directionAnalysis;dataFrom;effectSizeCorrection;cut_nC;n_notRetriev;nC;meanC;sdC;seC;nE;meanE;sdE;seE;dataType;seqGeneration;baseline;allocation;housing;blindExp;control;outAss;outBlind;incData;;
9051;P;819410;Shoji J, Hinoo H, Wakisaka Y, Koizumi K, Mayama M.;1976;J Antibiot (Tokyo);Isolation of three new antibiotics, thiocillins I, II and III, related to micrococcin P. Studies on antibiotics from the genus Bacillus. VIII.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9087;P;829477;Roberts LW, Gan E, Rapmund G, Chan CT, Ramasamy SM, Walker JS, Elisberg BL.;1975;Ann N Y Acad Sci;Identification of Rickettsia tsutsugamushi in the life stages of Leptotrombidium fletcheri with isolation and immunofluorescence techniques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9039;P;832673;MacLean KI, Littleton JM.;1977;Eur J Pharmacol;Environmental stress as a factor in the response of rat brain catecholamine metabolism to delta8-tetrahydrocannabinol.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9040;P;838157;Einon DF, Morgan MJ.;1977;Dev Psychobiol;A critical period for social isolation in the rat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9041;P;841595;Chungue E, Bagnis R, Fusetani N, Hashimoto Y.;1977;Toxicon;Isolation of two toxins from a parrotfish Scarus gibbus.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9042;P;873063;Villescas R, Bell RW, Wright L, Kufner M.;1977;Dev Psychobiol;Effect of handling on maternal behavior following return of pups to the nest.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9043;P;890842;Irons RD, Smith JC.;1977;Chem Biol Interact;Isolation of a non-thionein copper-binding protein from liver of copper-injected rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9044;P;896001;Valzelli L, Bernasconi S, Cusumano G.;1977;Neuropsychobiology;Prolonged isolation and alcohol effect on avoidance learning in two strains of mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9045;P;930397;Poshivalov VP.;1977;Zh Vyssh Nerv Deiat Im I P Pavlova;[Group behavior of mice in population cages].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9052;P;941505;Popova NK, Nikulina EM, Maslova LN.;1976;Zh Vyssh Nerv Deiat Im I P Pavlova;[Effect of isolation of the mediobasal hypothalamus on the predatory aggressiveness of rats].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9053;P;943351;Lynch A.;1976;Dev Psychobiol;Postnatal undernutrition: an alternative method.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9054;P;944977;Poshivalov VP.;1976;Zh Vyssh Nerv Deiat Im I P Pavlova;[Characteristics of the behavior of mice following isolation from littermates].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9055;P;945170;Sahakian BJ, Robbins TW, Iversen SD.;1976;Eur J Pharmacol;Alpha-flupenthixol-induced hyperactivity by chronic dosing in rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5004;W;945581;"CRAWLEY, JN; CONTRERA, JF";1976;PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR;INTRAVENTRICULAR 6-HYDROXYDOPAMINE LOWERS ISOLATION-INDUCED FIGHTING BEHAVIOR IN MALE MICE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9057;P;951432;Speiser Z, Weinstock M.;1976;Pharmacol Biochem Behav;Reduction by propranolol of raised urinary output of MHPG in hyperactive rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9058;P;955282;Howard E, Olton DS, Johnson CT.;1976;Dev Psychobiol;Active avoidance and brain DNA after postnatal food deprivation in rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9059;P;956039;Shoji J, Hinoo H, Wakisaka Y, Koizumi K, Mayama M.;1976;J Antibiot (Tokyo);Isolation of a new antibiotic 333-25, related to antibiotic EM 49. (Studies on antibiotics from the genus Bacillus. XI).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9060;P;962867;Gallerani R, di Istituto, Istituto di Ch, Saccone C.;1976;Biochem J;Contemporaneous isolation of deoxyribonucleic acid-dependent ribonucleic acid polymerase and poly(A) polymerase from rat liver mitochondria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9061;P;964463;Hofer MA.;1976;Dev Psychobiol;The organization of sleep and wakefulness after maternal separation in young rats.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9062;P;965531;Hofer MA.;1976;J Comp Physiol Psychol;Olfactory denervation: its biological and behavioral effects in infant rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9063;P;972941;Koch MD, Arnold WJ.;1976;Physiol Behav;Maternal and nutritional factors in maintenance of infant rat cardiac rate following maternal separation.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9064;P;986664;Heilman RD, Brugmans M, Greenslade FC, DaVanzo JP.;1976;Psychopharmacology (Berl);Resistance of androgen-mediated aggressive behavior in mice to flutamide, an antiandrogen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9065;P;987780;Ebert PD, Hyde JS.;1976;Behav Genet;Selection for agonistic begavior in wild female Mus musculus.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9066;P;988061;Randall PK, Campbell BA.;1976;J Comp Physiol Psychol;Ontogeny of behavioral arousal in rats: effect of maternal and sibling presence.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9067;P;988825;Adams DB.;1976;Behaviour;The relation of scent-marking, olfactory investigation, and specific postures in the isolation-induced fighting of rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5003;W;992587;"GRAY, GD; DAVIS, HN; DEWSBURY, DA";1976;HORMONES AND BEHAVIOR;MASCULINE SEXUAL-BEHAVIOR IN MALE AND FEMALE RATS FOLLOWING PERINATAL MANIPULATION OF ANDROGEN - EFFECTS OF GENITAL ANESTHETIZATION AND SEXUAL EXPERIENCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9069;P;993733;Van Eijk HG, Van Noort WL.;1976;J Clin Chem Clin Biochem;Isolation of rat transferrin using CNBr-activated sepharose 4B.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9070;P;999896;Van Den Berg A, Van Den Hende-Timmer L, Beintema JJ.;1976;Biochim Biophys Acta;Isolation, properties and primary structure of coypu and chinchilla pancreatic ribonuclease.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9071;P;1001838;Whatson TS, Smart JL, Dobbing J.;1976;Dev Psychobiol;Undernutrition in early life: lasting effects on activity and social behavior of male and female rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9072;P;1007867;Sulcová A, Krsiak M, Masek K.;1976;Act Nerv Super (Praha);Effect of repeated administration of chlorpromazine and diazepam on isolation-induced timidity in mice [proceedings].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9073;P;1022287;Todorov IN, Mitrokhin IuI, Galkin AP.;1976;Biokhimiia;[Investigation of ribosomal RNAs from liver mitochondria of albino rats].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9074;P;1035541;Nevo E, Heth G.;1976;Experientia;Assortative mating between chromosome forms of the mole rat, Spalax ehrenbergi.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9088;P;1045980;Rosenblatt JS.;1975;Ciba Found Symp;Prepartum and postpartum regulation of maternal behaviour in the rat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9089;P;1090706;Sheard MH.;1975;J Nerv Ment Dis;Lithium in the treatment of aggression.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9090;P;1093576;Lazaris IaA, Gol'berg RS, Klimov VS, Mosine VO.;1975;Biull Eksp Biol Med;[Obesity in rats following isolation of the ventro-medial hypothalamus].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9091;P;1112263;Bronson FH.;1975;Endocrinology;Male-induced precocial puberty in female mice: confirmation of the role of estrogen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9092;P;1112837;Marangos PJ, Zomzely-Neurath C, Luk DC, York C.;1975;J Biol Chem;Isolation and characterization of the nervous system-specific protein 14-3-2 from rat brain. Purification, subunit composition, and comparison to the beef brain protein.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9093;P;1129762;Takemoto T, Suzuki T, Miyama T.;1975;Tohoku J Exp Med;An unexpected incidence of convulsive attack in male mice after long-term isolated condition.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9094;P;1168206;Slotnick BM, Nigrosh BJ.;1975;J Comp Physiol Psychol;Maternal behavior of mice with cingulate cortical, amygdala, or septal lesions.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9095;P;1168352;Adler MW, Mauron C, Samanin R, Valzelli L.;1975;Psychopharmacologia;Morphine analgesia in grouped and isolated rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9096;P;1168353;Adler MW, Bendotti C, Ghezzi D, Samanin R, Valzelli L.;1975;Psychopharmacologia;Dependence to morphine in differentially housed rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9097;P;1168580;Hodge GK, Butcher LL.;1975;Eur J Pharmacol;Catecholamine correlates of isolation-induced aggression in mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9098;P;1171122;Luciano D, Lore R.;1975;J Comp Physiol Psychol;Aggression and social experience in domesticated rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9099;P;1171153;Brain PF, Poole AE.;1975;J Endocrinol;Proceedings: Influences of oestradiol benzoate given alone or in conjunction with dihydrotestosterone on isolation-induced fighting behaviour in castrated TO strain mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9100;P;1171383;Seeger R.;1975;Naunyn Schmiedebergs Arch Pharmacol;Demonstration and isolation of phallolysin, a haemolytic toxin from Amanita phalloides.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9101;P;1172251;Matte AC.;1975;Psychopharmacologia;Effect of isolation induced aggression in mice on serum creatine kinase.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5006;W;1178795;HOFER, MA;1975;PSYCHOSOMATIC MEDICINE;STUDIES ON HOW EARLY MATERNAL SEPARATION PRODUCES BEHAVIORAL CHANGE IN YOUNG-RATS;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9103;P;1186104;Schreiber RA, Ferrett LK, Holbert D.;1975;Lab Anim Sci;The effects of parity, litter size, season, and breeding protocol on the number of DBA/2J Ten mice available for weaning.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9104;P;1197582;Einon D, Tye NC.;1975;Psychopharmacologia;Chlordiazepoxide and isolation induced timidity in rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9105;P;1209605;Takemoto TI, Suzuki T, Miyama T.;1975;Tohoku J Exp Med;Effects of isolation on mice in relation to age and sex.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9106;P;1215446;DeFeudis PA, Paolino RM, DeFeudis FV.;1975;Psychopharmacologia;Effects of d-amphetamine on the incorporation of carbon atoms of D-glucose into the brains of differentially-housed mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9107;P;1216260;Bartke A, Dalterio S.;1975;Steroids;Evidence for episodic secretion of testosterone in laboratory mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9108;P;1233333;Einon D, Morgan MJ, Sahakian BJ.;1975;Dev Psychobiol;The development of intersession habituation and emergence in socially reared and isolated rats.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9109;P;1236875;Reisbick S, Rosenblatt JS, Mayer AD.;1975;J Comp Physiol Psychol;Decline of maternal behavior in the virgin and lactating rat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9110;P;1237330;Krsiak M.;1975;Br J Pharmacol;Timid singly-housed mice: their value in prediction of psychotropic activity of drugs.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9111;P;1237900;Stern P, Catović S.;1975;Pharmacol Biochem Behav;Brain glycine and aggressive behavior.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9112;P;1237905;Thurmond JB.;1975;Physiol Behav;Technique for producing and measuring territorial aggression using laboratory mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9113;P;1241136;Zetler G.;1975;Pharmacology;Haloperidol catalepsy in grouped and isolated mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9114;P;1241138;Morgan M, Einon D.;1975;Physiol Behav;Incentive motivation and behavioral inhibition in socially-isolated rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9115;P;1241534;Ryan V, Wehmer F.;1975;Dev Psychobiol;Effect of postnatal litter size on adult aggression in the laboratory mouse.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9116;P;1241930;Hecht T, Choinowski S, Hecht K, Treptow K.;1975;Acta Biol Med Ger;[Significance of different social factors active in the course of ontogenesis, for the effectiveness of chronic stress influences upon cerebro-visceral regulation processes of albino rats].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9117;P;1242088;Kasper P, Telegdy G.;1975;Acta Physiol Acad Sci Hung;The effect of oestrogen and progesterone on maternal behaviour in rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9075;P;1255578;Vandenbergh JG.;1976;J Reprod Fertil;Acceleration of sexual maturation in female rats by male stimulation.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9076;P;1270408;Otani M, Yamauchi H, Meguro T, Kitazawa S, Watanabe S, Orimo H.;1976;J Biochem;Isolation and characterization of calcitonin from pericardium and esophagus of eel.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9077;P;1271118;Morris ER, Ellis R.;1976;J Nutr;Isolation of monoferric phytate from wheat bran and its biological value as an iron source to the rat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4841;W;1292808;"POTANSKY, VG; KOTENKOVA, EV";1992;IZVESTIYA AKADEMII NAUK SSSR SERIYA BIOLOGICHESKAYA;EXPERIMENTAL-STUDY OF MECHANISMS OF PRECOPULATORY ISOLATION BETWEEN 3 GENETIC FORMS OF HOUSE MICE OF THE GENUS MUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4882;W;1315974;"MORINAN, A; PARKER, V; RICH, DA; CARIUK, P; HORTON, RW";1992;PSYCHOPHARMACOLOGY;SOCIAL-ISOLATION DOES NOT ALTER BRAIN REGIONAL BENZODIAZEPINE BINDING-SITE NUMBERS, AFFINITY AND COUPLING IN THE RAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4862;W;1324093;"CZYRAK, A; DOOLEY, DJ; JONES, GH; ROBBINS, TW";1992;BRAIN RESEARCH;SOCIAL-ISOLATION INCREASES THE DENSITY OF [I-125] OMEGA-CONOTOXIN GVIA BINDING-SITES IN THE RAT FRONTAL-CORTEX AND CAUDATE-NUCLEUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4868;W;1324744;"KALIN, NH; SHELTON, SE; TURNER, JG";1992;BIOLOGICAL PSYCHIATRY;EFFECTS OF BETA-CARBOLINE ON FEAR-RELATED BEHAVIORAL AND NEUROHORMONAL RESPONSES IN INFANT RHESUS-MONKEYS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4874;W;1326104;"HOL, T; SPRUIJT, BM";1992;PEPTIDES;THE MSH/ACTH(4-9) ANALOG ORG2766 COUNTERACTS ISOLATION-INDUCED ENHANCED SOCIAL-BEHAVIOR VIA THE AMYGDALA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4845;W;1329122;"PEREDERY, O; PERSINGER, MA; BLOMME, C; PARKER, G";1992;PHYSIOLOGY & BEHAVIOR;ABSENCE OF MATERNAL-BEHAVIOR IN RATS WITH LITHIUM PILOCARPINE SEIZURE-INDUCED BRAIN-DAMAGE - SUPPORT OF MACLEAN TRIUNE BRAIN THEORY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4890;W;1329383;"DYGALO, NN; KORANYI, L; LEVAY, D; FELSZEGHY, K; ENDROCZI, E";1992;ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA;MATERNAL-BEHAVIOR OF RAT DAMS, PAIN SENSITIVITY AND MU-OPIOID RECEPTORS IN THE BRAIN OF THE OFFSPRINGS AFTER PRENATAL MORPHINE OR NALOXONE TREATMENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8479;P;1332302;Petrov ES.;1992;Zh Vyssh Nerv Deiat Im I P Pavlova;[The effect of perceptual experience on the agonistic behavior of rats raised in isolation].;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4835;W;1336053;"PERREGAARD, J; ANDERSEN, K; HYTTEL, J; SANCHEZ, C";1992;JOURNAL OF MEDICINAL CHEMISTRY;SELECTIVE, CENTRALLY ACTING SEROTONIN 5-HT2 ANTAGONISTS .1. 2-SUBSTITUTED AND 6-SUBSTITUTED 1-PHENYL-3-(4-PIPERIDINYL)-1H-INDOLES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4863;W;1339284;"LU, JH; WILLIS, AC; REID, KBM";1992;BIOCHEMICAL JOURNAL;PURIFICATION, CHARACTERIZATION AND CDNA CLONING OF HUMAN LUNG SURFACTANT PROTEIN-D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8480;P;1342840;Frussa-Filho R, Otoboni JR, Uema FT, Palermo-Neto J.;1992;Braz J Med Biol Res;Effects of age and isolation on the evolution of catalepsy during chronic haloperidol treatment.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4860;W;1353079;"HARWERTH, IM; WELS, W; MARTE, BM; HYNES, NE";1992;JOURNAL OF BIOLOGICAL CHEMISTRY;MONOCLONAL-ANTIBODIES AGAINST THE EXTRACELLULAR DOMAIN OF THE ERBB-2 RECEPTOR FUNCTION AS PARTIAL LIGAND AGONISTS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8481;P;1354030;Jones GH.;1992;Clin Neuropharmacol;Social isolation and individual differences: behavioural and dopaminergic responses to psychomotor stimulants.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4865;W;1356941;"ERCHEGYI, J; KASTIN, AJ; ZADINA, JE; QIU, XD";1992;INTERNATIONAL JOURNAL OF PEPTIDE AND PROTEIN RESEARCH;ISOLATION OF A HEPTAPEPTIDE VAL-VAL-TYR-PRO-TRP-THR-GLN (VALORPHIN) WITH SOME OPIATE ACTIVITY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4861;W;1359507;"ERCHEGYI, J; KASTIN, AJ; ZADINA, JE";1992;PEPTIDES;ISOLATION OF A NOVEL TETRAPEPTIDE WITH OPIATE AND ANTIOPIATE ACTIVITY FROM HUMAN BRAIN CORTEX - TYR-PRO-TRP-GLY-NH2 (TYR-W-MIF-1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4903;W;1369573;"MAKAROVA, TM; VARLINSKAYA, EI; TCHASOVNIKOVA, TI; PETROV, ES";1991;ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA;ABILITY FOR COMPETITION IN RATS BRED IN ISOLATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4886;W;1375164;"CRESPI, F; WRIGHT, IK; MOBIUS, C";1992;EXPERIMENTAL BRAIN RESEARCH;ISOLATION REARING OF RATS ALTERS RELEASE OF 5-HYDROXYTRYPTAMINE AND DOPAMINE IN THE FRONTAL-CORTEX - AN INVIVO ELECTROCHEMICAL STUDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4887;W;1375645;"TEIXEIRA, NA; OGRADY, JE";1992;JOURNAL OF REPRODUCTION AND FERTILITY;2 FORMS OF DECIDUALIZATION-ASSOCIATED PROTEIN AND THEIR PHYSICOCHEMICAL RELATIONSHIP WITH ACUTE-PHASE ALPHAMACROFETOPROTEIN IN RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4883;W;1379497;"DEDEYN, PP; DHOOGE, R; DEBLOCK, J; LLONA, I; DEPOTTER, WP";1992;ARCHIVES INTERNATIONALES DE PHYSIOLOGIE DE BIOCHIMIE ET DE BIOPHYSIQUE;BIOCHEMICAL-CHARACTERIZATION OF PARTICLES FROM RAT STRIATUM CONTAINING DOPAMINE, CHOLECYSTOKININ OR BOTH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4888;W;1380684;"RIVERA, S; SANFELIU, C; GARCIA, M; COMELLAS, F; RODRIGUEZFARRE, E";1992;NEUROTOXICOLOGY;INCREASE IN RAT PUP ULTRASONIC ISOLATION CALLS INDUCED BY LINDANE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
